span_id,text,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence,rule_id
AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0026,"The impact assessments should be audited by an independent third party before and
after introduction of an AI technology and should be in the public domain.
• The regulatory burden on a provider should increase if the product or application
substantially diverges from or changes the foundation model in ways that are out of
the control of the developer of the model.
• Governments should ensure that, for an LMM or application that is regulated as a
medical device, the developer and/or provider is responsible for the burden of proof",org,null,public,Lack of public transparency on AI risks,The org shall make its impact assessments available in the public domain.,null,null,FALSE,null,publicly available impact assessment,3
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-1-risks-to-be-addressed-when-deploying-a-health-care-servi/sent_0001,"53
6   Deployment with general-purpose foundation models (LMMs)
6 Deployment with generalpurpose foundation models
(LMMs)
Even when an LMM or an application with an LMM has been ethically designed and undergone
appropriate regulatory scrutiny, it may still carry risks when commercialized. The deployer of
an AI health-care application or tool could be either the developer or the provider of an LMM
or application or, for example, a ministry of health, a hospital, a health-care company or a
pharmaceutical company.
6.1
Risks to be addressed when deploying a health-care
service or application with a general-purpose foundation
model (LMM)
Risks during deployment may be due to the unpredictability of LMMs and the responses they
provide, the possibility of use of a general-purpose foundation model in a manner that was
not anticipated by either the developer or the provider, and because responses generated by
an LMM may change over time. Major risks that must be addressed when deploying an LMM are:
• inaccurate or false responses,
• bias,
• privacy of data entered into and put out by an LMM,
• accessibility and affordability of an LMM,
• impacts on labour and employment,
• automation bias and skills degradation, and
• the quality of interactions between health-care providers and patients. This section describes how the actors in the AI value chain, including users, can mitigate or
prevent risks and the role of governments in regulating the use of AI tools once an LMM has
been deployed, while equipping and training health-care workers and other actors in health
systems to maximize appropriate use of an LMM.",deployer,null,prod; regulated,inaccurate or false responses,The deployer must address the risk of inaccurate or false responses when deploying an LMM for a health-care service or application.,null,when deploying an LMM,FALSE,null,null,1
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-1-risks-to-be-addressed-when-deploying-a-health-care-servi/sent_0001,"53
6   Deployment with general-purpose foundation models (LMMs)
6 Deployment with generalpurpose foundation models
(LMMs)
Even when an LMM or an application with an LMM has been ethically designed and undergone
appropriate regulatory scrutiny, it may still carry risks when commercialized. The deployer of
an AI health-care application or tool could be either the developer or the provider of an LMM
or application or, for example, a ministry of health, a hospital, a health-care company or a
pharmaceutical company.
6.1
Risks to be addressed when deploying a health-care
service or application with a general-purpose foundation
model (LMM)
Risks during deployment may be due to the unpredictability of LMMs and the responses they
provide, the possibility of use of a general-purpose foundation model in a manner that was
not anticipated by either the developer or the provider, and because responses generated by
an LMM may change over time. Major risks that must be addressed when deploying an LMM are:
• inaccurate or false responses,
• bias,
• privacy of data entered into and put out by an LMM,
• accessibility and affordability of an LMM,
• impacts on labour and employment,
• automation bias and skills degradation, and
• the quality of interactions between health-care providers and patients. This section describes how the actors in the AI value chain, including users, can mitigate or
prevent risks and the role of governments in regulating the use of AI tools once an LMM has
been deployed, while equipping and training health-care workers and other actors in health
systems to maximize appropriate use of an LMM.",deployer,null,prod; regulated,bias,The deployer must address the risk of bias when deploying an LMM for a health-care service or application.,null,when deploying an LMM,FALSE,null,null,2
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-1-risks-to-be-addressed-when-deploying-a-health-care-servi/sent_0001,"53
6   Deployment with general-purpose foundation models (LMMs)
6 Deployment with generalpurpose foundation models
(LMMs)
Even when an LMM or an application with an LMM has been ethically designed and undergone
appropriate regulatory scrutiny, it may still carry risks when commercialized. The deployer of
an AI health-care application or tool could be either the developer or the provider of an LMM
or application or, for example, a ministry of health, a hospital, a health-care company or a
pharmaceutical company.
6.1
Risks to be addressed when deploying a health-care
service or application with a general-purpose foundation
model (LMM)
Risks during deployment may be due to the unpredictability of LMMs and the responses they
provide, the possibility of use of a general-purpose foundation model in a manner that was
not anticipated by either the developer or the provider, and because responses generated by
an LMM may change over time. Major risks that must be addressed when deploying an LMM are:
• inaccurate or false responses,
• bias,
• privacy of data entered into and put out by an LMM,
• accessibility and affordability of an LMM,
• impacts on labour and employment,
• automation bias and skills degradation, and
• the quality of interactions between health-care providers and patients. This section describes how the actors in the AI value chain, including users, can mitigate or
prevent risks and the role of governments in regulating the use of AI tools once an LMM has
been deployed, while equipping and training health-care workers and other actors in health
systems to maximize appropriate use of an LMM.",deployer,null,prod; regulated,privacy violation of patient data,The deployer must address the risk to privacy of data entered into and put out by an LMM when deploying it for a health-care service or application.,null,when deploying an LMM,FALSE,null,null,3
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-1-risks-to-be-addressed-when-deploying-a-health-care-servi/sent_0001,"53
6   Deployment with general-purpose foundation models (LMMs)
6 Deployment with generalpurpose foundation models
(LMMs)
Even when an LMM or an application with an LMM has been ethically designed and undergone
appropriate regulatory scrutiny, it may still carry risks when commercialized. The deployer of
an AI health-care application or tool could be either the developer or the provider of an LMM
or application or, for example, a ministry of health, a hospital, a health-care company or a
pharmaceutical company.
6.1
Risks to be addressed when deploying a health-care
service or application with a general-purpose foundation
model (LMM)
Risks during deployment may be due to the unpredictability of LMMs and the responses they
provide, the possibility of use of a general-purpose foundation model in a manner that was
not anticipated by either the developer or the provider, and because responses generated by
an LMM may change over time. Major risks that must be addressed when deploying an LMM are:
• inaccurate or false responses,
• bias,
• privacy of data entered into and put out by an LMM,
• accessibility and affordability of an LMM,
• impacts on labour and employment,
• automation bias and skills degradation, and
• the quality of interactions between health-care providers and patients. This section describes how the actors in the AI value chain, including users, can mitigate or
prevent risks and the role of governments in regulating the use of AI tools once an LMM has
been deployed, while equipping and training health-care workers and other actors in health
systems to maximize appropriate use of an LMM.",deployer,null,prod; regulated,inequitable access to healthcare,The deployer must address risks related to the accessibility and affordability of an LMM when deploying it for a health-care service or application.,null,when deploying an LMM,FALSE,null,null,4
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-1-risks-to-be-addressed-when-deploying-a-health-care-servi/sent_0001,"53
6   Deployment with general-purpose foundation models (LMMs)
6 Deployment with generalpurpose foundation models
(LMMs)
Even when an LMM or an application with an LMM has been ethically designed and undergone
appropriate regulatory scrutiny, it may still carry risks when commercialized. The deployer of
an AI health-care application or tool could be either the developer or the provider of an LMM
or application or, for example, a ministry of health, a hospital, a health-care company or a
pharmaceutical company.
6.1
Risks to be addressed when deploying a health-care
service or application with a general-purpose foundation
model (LMM)
Risks during deployment may be due to the unpredictability of LMMs and the responses they
provide, the possibility of use of a general-purpose foundation model in a manner that was
not anticipated by either the developer or the provider, and because responses generated by
an LMM may change over time. Major risks that must be addressed when deploying an LMM are:
• inaccurate or false responses,
• bias,
• privacy of data entered into and put out by an LMM,
• accessibility and affordability of an LMM,
• impacts on labour and employment,
• automation bias and skills degradation, and
• the quality of interactions between health-care providers and patients. This section describes how the actors in the AI value chain, including users, can mitigate or
prevent risks and the role of governments in regulating the use of AI tools once an LMM has
been deployed, while equipping and training health-care workers and other actors in health
systems to maximize appropriate use of an LMM.",deployer,null,prod; regulated,automation bias and skills degradation,The deployer must address the risks of automation bias and skills degradation when deploying an LMM for a health-care service or application.,null,when deploying an LMM,FALSE,null,null,5
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-1-risks-to-be-addressed-when-deploying-a-health-care-servi/sent_0001,"53
6   Deployment with general-purpose foundation models (LMMs)
6 Deployment with generalpurpose foundation models
(LMMs)
Even when an LMM or an application with an LMM has been ethically designed and undergone
appropriate regulatory scrutiny, it may still carry risks when commercialized. The deployer of
an AI health-care application or tool could be either the developer or the provider of an LMM
or application or, for example, a ministry of health, a hospital, a health-care company or a
pharmaceutical company.
6.1
Risks to be addressed when deploying a health-care
service or application with a general-purpose foundation
model (LMM)
Risks during deployment may be due to the unpredictability of LMMs and the responses they
provide, the possibility of use of a general-purpose foundation model in a manner that was
not anticipated by either the developer or the provider, and because responses generated by
an LMM may change over time. Major risks that must be addressed when deploying an LMM are:
• inaccurate or false responses,
• bias,
• privacy of data entered into and put out by an LMM,
• accessibility and affordability of an LMM,
• impacts on labour and employment,
• automation bias and skills degradation, and
• the quality of interactions between health-care providers and patients. This section describes how the actors in the AI value chain, including users, can mitigate or
prevent risks and the role of governments in regulating the use of AI tools once an LMM has
been deployed, while equipping and training health-care workers and other actors in health
systems to maximize appropriate use of an LMM.",deployer,null,prod; regulated,degraded quality of patient-provider interactions,The deployer must address risks to the quality of interactions between health-care providers and patients when deploying an LMM for a health-care service or application.,null,when deploying an LMM,FALSE,null,null,6
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-3-responsibilities-of-deployers/sent_0002,"Post-release auditing and impact
assessments should be published and should address outcomes and impacts disaggregated
by type of user, for example by age, race or disability. Secondly, governments could hold providers or developers responsible for inaccurate, false
or toxic content from an LMM after its release that neither the provider nor the developer took
steps to correct or avoid. The Chinese Government's regulation on generative AI, for example,
stipulates that it must not produce information that is ""false and harmful"" (151), with possible
enforcement by the Government. In the European Union, addition of an LMM to a product or
service could create additional responsibilities for the developer and the provider of the LMM.",org,null,prod,discriminatory model impact,The org must publish post-release auditing and impact assessments.,null,post-release,TRUE,repo_check; attest_check,auditing report; impact assessment,1
AI in health - WHO_removed/6-deployment-with-general-purpose-foundation-models-lmms/6-3-responsibilities-of-deployers/sent_0004,"If a deployer receives clear, adequate warning of such
risks and still offers the LMM for use in inappropriate settings, the deployer should be held
accountable for any resulting harm.",deployer,null,prod,Harm from LMM use in inappropriate settings,A deployer shall not offer a Large Language Model (LMM) for use in inappropriate settings after receiving a clear and adequate warning of the associated risks.,null,after receiving clear and adequate warning of risks,FALSE,null,null,1
AI in health - WHO_removed/7-liability-for-lmms/sent_0001,"58
Ethics and governance of artificial intelligence for health. Guidance on large multi-modal models 
7 Liability for LMMs
As LMMs gain broader use in health care and medicine, errors, misuse and ultimately harm
to individuals are inevitable. Liability rules will have to be used to compensate individuals
for such harm, with establishment of new forms of redress when current approaches are
insufficient or out of date. The design, development, quality assurance and deployment of AI technologies involve
various entities, each of which plays a distinct role.",deployer,null,prod; public,user harm from unknown risks,The deployer shall communicate any risks they should reasonably know could result from use of a large multimodal model (LMM) in a manner that is not in fine print or easy to miss.,null,null,TRUE,io_check; repo_check,null,1
AI in health - WHO_removed/7-liability-for-lmms/sent_0001,"58
Ethics and governance of artificial intelligence for health. Guidance on large multi-modal models 
7 Liability for LMMs
As LMMs gain broader use in health care and medicine, errors, misuse and ultimately harm
to individuals are inevitable. Liability rules will have to be used to compensate individuals
for such harm, with establishment of new forms of redress when current approaches are
insufficient or out of date. The design, development, quality assurance and deployment of AI technologies involve
various entities, each of which plays a distinct role.",deployer,null,prod; public,user harm from uncommunicated errors,The deployer shall communicate any errors or mistakes that have harmed users in a manner that is not in fine print or easy to miss.,null,null,TRUE,io_check; repo_check; attest_check,null,2
AI in health - WHO_removed/7-liability-for-lmms/sent_0004,"Thus, if a victim can demonstrate
that one or more entities did not comply with an obligation relevant to the harm and that
a causal link with AI performance is likely, the court can presume that non-compliance
was the cause of the damage (162). The onus is thus placed on the liable party to rebut the
presumption, for example by indicating another party as the cause of the damage. The
scope of the legislation is not limited to the original maker of an AI system but includes any
participant in the AI value chain (162). When all the actors in the AI value chain are held jointly
liable, they can demonstrate their effectiveness in assessing and mitigating risks in order to
reduce their liability.",practitioner,null,inference; regulated,unauthorized disclosure of protected health information,A practitioner shall not introduce protected health information into a large multi-modal model (LMM) chatbot.,null,when introducing protected health information into a large multi-modal model (LMM) chatbot,TRUE,io_check; log_check; config_check,null,1
