span_id,text,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence,rule_id
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,"Tags: Impact Assessment. T1.2 Design the system, including, when possible, the system UX, features, reporting functions, and educational
materials, so that stakeholders identified in requirement T1.1 can:
1) understand the system's intended uses,
2) interpret relevant system behavior effectively (i.e., in a way that supports informed decision making), and
3) remain aware of the possible tendency of over-relying on outputs produced by the system (""automation
bias""). For the two categories of stakeholders identified in requirement T1.1, document:
1) how the system design will support their understanding of the system's intended uses, and
2) how the system aids their ability to interpret relevant system responses, and
3) how the system design discourages automation bias. T1.3 Define and document the method to be used to evaluate whether each stakeholder who will make decisions
or be subject to decisions based on the behavior of the system can interpret the relevant system responses
reasonably well.",developer,,eval; dev,flawed decision-making due to misinterpretation,The developer shall define the method to be used to evaluate whether stakeholders can interpret relevant system responses reasonably well.,,for stakeholders who will make decisions or be subject to decisions based on system behavior,TRUE,repo_check; attest_check,evaluation plan,3
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,"Tags: Impact Assessment. T1.2 Design the system, including, when possible, the system UX, features, reporting functions, and educational
materials, so that stakeholders identified in requirement T1.1 can:
1) understand the system's intended uses,
2) interpret relevant system behavior effectively (i.e., in a way that supports informed decision making), and
3) remain aware of the possible tendency of over-relying on outputs produced by the system (""automation
bias""). For the two categories of stakeholders identified in requirement T1.1, document:
1) how the system design will support their understanding of the system's intended uses, and
2) how the system aids their ability to interpret relevant system responses, and
3) how the system design discourages automation bias. T1.3 Define and document the method to be used to evaluate whether each stakeholder who will make decisions
or be subject to decisions based on the behavior of the system can interpret the relevant system responses
reasonably well.",org,,eval; dev,undocumented evaluation method,The org shall document the method to be used to evaluate whether stakeholders can interpret relevant system responses reasonably well.,,for stakeholders who will make decisions or be subject to decisions based on system behavior,TRUE,repo_check; attest_check,evaluation plan,4
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0003,"Include the metrics or rubrics that will be used in the evaluations. Tags: Ongoing Evaluation Checkpoint. T1.4 Define and document a Responsible Release Plan, to include Responsible Release Criteria to achieve this
Goal. Tags: Ongoing Evaluation Checkpoint.",org,,eval,unvalidated system performance,The org must include the metrics or rubrics that will be used in evaluations in relevant documentation.,,when conducting evaluations,TRUE,repo_check; attest_check,,1
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,"Include the metrics or rubrics that will be used in the evaluations. Tags: Ongoing Evaluation Checkpoint. T1.4 Define and document a Responsible Release Plan, to include Responsible Release Criteria to achieve this
Goal. Tags: Ongoing Evaluation Checkpoint.",org,,prod,unsafe system release,The org must define and document a Responsible Release Plan that includes Responsible Release Criteria.,,,TRUE,repo_check; attest_check,Responsible Release Plan,2
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,T1.5 Conduct evaluations defined by requirement T1.3. Document the pre-release results of the evaluations. Determine and document how often ongoing evaluation should be conducted to continue supporting this Goal. Tags: Ongoing Evaluation Checkpoint.,org,,eval,unidentified model failure,The org shall conduct evaluations as defined by requirement T1.3.,,as defined by requirement T1.3,TRUE,ci_gate; attest_check,evaluation results documentation,1
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0005,"T1.6 If there are Responsible Release Criteria for metrics or rubrics that that have not been met, consult with the
reviewers named in the Impact Assessment, and in the case of Sensitive Uses, with the Office of Responsible AI, to
develop a plan detailing how the gap will be managed until it can be closed. Document that plan.",org,,high-risk,unmanaged release risks,"The org must consult with reviewers named in the Impact Assessment, and with the Office of Responsible AI for Sensitive Uses, to develop a plan for managing how the gap will be managed until it can be closed.",,Responsible Release Criteria for metrics or rubrics have not been met,TRUE,attest_check; repo_check,Impact Assessment; release gap management plan,1
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0006,"Microsoft Responsible AI Standard v2
10
Tools and practices
Recommendation T1.2.1 Follow the Guidelines for Human-AI Interaction when designing the system. Recommendation T1.2.2 Use one or more techniques available as part of the Interpret ML toolkit to understand
the impact of features on system behavior. This may help stakeholders who need to understand model predictions. Recommendation T1.3.1 Assign user researchers to define, design, and prioritize evaluations in appropriately
realistic contexts of use.",developer,,dev,user misuse from poor interaction design,developer shall follow the Guidelines for Human-AI Interaction when designing the system.,,when designing the system,TRUE,repo_check; attest_check,Guidelines for Human-AI Interaction,1
Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0001,"Microsoft Responsible AI Standard v2
11
Goal T2: Communication to stakeholders
Microsoft provides information about the capabilities and limitations of our AI systems to support stakeholders in
making informed choices about those systems. Applies to: All AI systems. Requirements
T2.1 Identify:
1) stakeholders who make decisions about whether to employ a system for particular tasks, and
2) stakeholders who develop or deploy systems that integrate with this system. Document these stakeholders in the Impact Assessment template.",org,,,Uninformed system deployment or use,"The org must identify stakeholders who make decisions about whether to employ a system for particular tasks, and stakeholders who develop or deploy systems that integrate with this system.",,For all AI systems,FALSE,,,1
Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0002,"Tags: Impact Assessment. T2.2 Publish documentation for the system so that stakeholders defined in T2.1 can understand the system. Include:
1) capabilities,
2) intended uses,
3) uses that require extra care or guidance,
4) operational factors and settings that allow for effective and responsible system use,
5) limitations, including uses for which the system was not designed or evaluated, and
6) evidence of system accuracy and performance as well as a description of the extent to which these results
are generalizable across use cases that were not part of the evaluation. When the system is a platform service made available to external customers or partners, a Transparency Note is
required.",org,,public,Stakeholder misunderstanding of system capabilities,"The org must publish system documentation including its capabilities, intended uses, uses requiring extra care, operational factors, limitations, and evidence of its accuracy and performance.",,,TRUE,repo_check,system documentation,1
Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0002,"Tags: Impact Assessment. T2.2 Publish documentation for the system so that stakeholders defined in T2.1 can understand the system. Include:
1) capabilities,
2) intended uses,
3) uses that require extra care or guidance,
4) operational factors and settings that allow for effective and responsible system use,
5) limitations, including uses for which the system was not designed or evaluated, and
6) evidence of system accuracy and performance as well as a description of the extent to which these results
are generalizable across use cases that were not part of the evaluation. When the system is a platform service made available to external customers or partners, a Transparency Note is
required.",org,,public,Lack of transparency for platform users,The org must provide a Transparency Note when the system is a platform service made available to external customers or partners.,,when the system is a platform service for external customers or partners,TRUE,repo_check; attest_check,Transparency Note,2
Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0003,"Tags: Transparency Note. T2.3 Review and update documentation annually or when any of the following events occur:
1) new uses are added,
2) functionality changes,
3) the product moves to a new release stage,
4) new information about reliable and safe performance becomes known as defined by requirement RS3.3, or
5) new information about system accuracy and performance becomes available. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Transparency Note.",org,,,misinformed system use due to outdated documentation,"The org must review and update documentation annually or when specified events like changes in use, functionality, release stage, or performance information occur.",,annually; when new uses are added; when functionality changes; when the product moves to a new release stage; when new information about reliable and safe performance becomes known; when new information about system accuracy and performance becomes available,TRUE,repo_check; attest_check,documentation,1
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0001,"Microsoft Responsible AI Standard v2
12
Goal T3: Disclosure of AI interaction
Microsoft AI systems are designed to inform people that they are interacting with an AI system or are using a system
that generates or manipulates image, audio, or video content that could falsely appear to be authentic. Applies to: AI systems that impersonate interactions with humans, unless it is obvious from the circumstances
or context of use that an AI system is in use. AI systems that generate or manipulate image, audio, or video
content that could falsely appear to be authentic. Requirements
T3.1 Identify stakeholders who will use or be exposed to the system, in accordance with the Impact Assessment
requirements.",org,,dev,unwitting interaction with AI,"The org must identify stakeholders who will use or be exposed to the system, in accordance with the Impact Assessment requirements.",obvious from the circumstances or context of use that an AI system is in use,"AI system impersonates human interaction; AI system generates or manipulates image, audio, or video content that could falsely appear authentic",TRUE,attest_check,Impact Assessment,1
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0002,"Document these stakeholders using the Impact Assessment template. Tags: Impact Assessment. T3.2 Design the system, including system UX, features, reporting functions, educational materials, and outputs so
that stakeholders identified in T3.1 will be informed of the type of AI system they are interacting with or exposed
to. Ensure that any image, audio, or video outputs that are intended to be used outside the system are labelled as
being produced by AI.",org,,dev,stakeholder harm oversight,The org must document stakeholders using the Impact Assessment template.,,,TRUE,attest_check,Impact Assessment,1
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0002,"Document these stakeholders using the Impact Assessment template. Tags: Impact Assessment. T3.2 Design the system, including system UX, features, reporting functions, educational materials, and outputs so
that stakeholders identified in T3.1 will be informed of the type of AI system they are interacting with or exposed
to. Ensure that any image, audio, or video outputs that are intended to be used outside the system are labelled as
being produced by AI.",developer,,dev,user deception,"The developer must design the system, including its UX, features, and educational materials, so that stakeholders are informed of the type of AI system they are interacting with.",,,TRUE,io_check,system UX design; educational materials,2
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0002,"Document these stakeholders using the Impact Assessment template. Tags: Impact Assessment. T3.2 Design the system, including system UX, features, reporting functions, educational materials, and outputs so
that stakeholders identified in T3.1 will be informed of the type of AI system they are interacting with or exposed
to. Ensure that any image, audio, or video outputs that are intended to be used outside the system are labelled as
being produced by AI.",developer,,inference,misinformation from generated content,"The developer must ensure that any image, audio, or video outputs intended for use outside the system are labelled as being produced by AI.",,outputs are intended for use outside the system,TRUE,io_check,,3
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0003,"T3.3 Define and document the method to be used to evaluate whether each stakeholder identified in T3.1 is
informed of the type of AI system they are interacting with or exposed to. Tags: Ongoing Evaluation Checkpoint. T3.4 Define and document Responsible Release Criteria to achieve this Goal. Tags: Ongoing Evaluation Checkpoint.",org,,eval,uninformed interaction with AI,The org must define and document the method to evaluate whether stakeholders are informed of the type of AI system they are interacting with or exposed to.,,,TRUE,repo_check; attest_check,evaluation method documentation,1
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,T3.5 Conduct evaluations defined by requirement T3.3. Document the pre-release results of the evaluations. Determine and document how often ongoing evaluation should be conducted to continue supporting this goal. Tags: Ongoing Evaluation Checkpoint.,evaluator,,eval,unidentified model risk,The evaluator shall conduct evaluations as defined by requirement T3.3.,,as defined by requirement T3.3,TRUE,attest_check; log_check; ci_gate,,1
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,T3.5 Conduct evaluations defined by requirement T3.3. Document the pre-release results of the evaluations. Determine and document how often ongoing evaluation should be conducted to continue supporting this goal. Tags: Ongoing Evaluation Checkpoint.,org,,eval,lack of pre-release risk assessment,The org shall document the results of pre-release evaluations.,,pre-release,TRUE,attest_check; repo_check; ci_gate,evaluation results document,2
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,T3.5 Conduct evaluations defined by requirement T3.3. Document the pre-release results of the evaluations. Determine and document how often ongoing evaluation should be conducted to continue supporting this goal. Tags: Ongoing Evaluation Checkpoint.,org,,eval,model performance degradation over time,The org shall determine and document the frequency for ongoing evaluations.,,,TRUE,attest_check; repo_check,evaluation plan,3
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0001,"Microsoft Responsible AI Standard v2
13
Fairness Goals
Goal F1: Quality of service
Microsoft AI systems are designed to provide a similar quality of service for identified demographic groups,
including marginalized groups. Applies to: AI systems when system users or people impacted by the system with different demographic
characteristics might experience differences in quality of service that Microsoft can remedy by building the system
differently. Requirements
F1.1 Identify and prioritize demographic groups, including marginalized groups, that may be at risk of
experiencing worse quality of service based on intended uses and geographic areas where the system will be
deployed. Include:
1) groups defined by a single factor, and
2) groups defined by a combination of factors.",org,,dev,discriminatory quality of service,"The org must identify and prioritize demographic groups, including single-factor and intersectional groups, that may be at risk of worse quality of service based on the system's intended uses and geographic deployment areas.",,during system design,TRUE,attest_check,,1
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,Document the prioritized identified demographic groups using the Impact Assessment template. Tags: Impact Assessment. F1.2 Evaluate all data sets to assess inclusiveness of identified demographic groups and collect data to close gaps. Document this process and its results.,org,,eval,Representational harm,The org must document the prioritized identified demographic groups using the Impact Assessment template.,,after identifying prioritized demographic groups,TRUE,repo_check; attest_check,Impact Assessment,1
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,,developer,,eval,Exclusion bias,The developer must evaluate all data sets to assess the inclusiveness of identified demographic groups.,,when using datasets for model development,TRUE,data_check; repo_check; attest_check,Data set evaluation report,2
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,,developer,,eval,Exclusion bias,The developer must collect data to close identified inclusiveness gaps for demographic groups.,,after identifying inclusiveness gaps in data sets,TRUE,data_check; repo_check; attest_check,Data gap analysis and collection plan,3
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,"F1.3 Define and document the evaluation that you will perform to support this Goal. Include:
1) any system components to be evaluated, in addition to the whole system,
2) the metrics to be used to evaluate the system components and the whole system, and
3) a description of the data set to be used for this evaluation. Tags: Ongoing Evaluation Checkpoint. F1.4 Define and document Responsible Release Criteria to achieve this Goal, as follows:
For each metric, document:
1) any target minimum performance level for all groups, and
2) the target maximum (absolute or relative) performance difference between groups.",developer,,eval,Inadequate system evaluation,"The developer shall define and document an evaluation plan that includes the system components to be evaluated, the metrics to be used, and a description of the data set to be used for the evaluation.",,,TRUE,repo_check; attest_check,evaluation plan,1
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,"F1.3 Define and document the evaluation that you will perform to support this Goal. Include:
1) any system components to be evaluated, in addition to the whole system,
2) the metrics to be used to evaluate the system components and the whole system, and
3) a description of the data set to be used for this evaluation. Tags: Ongoing Evaluation Checkpoint. F1.4 Define and document Responsible Release Criteria to achieve this Goal, as follows:
For each metric, document:
1) any target minimum performance level for all groups, and
2) the target maximum (absolute or relative) performance difference between groups.",org,,dev; ci,Biased or unsafe system release,"The org shall define and document Responsible Release Criteria that specifies, for each metric, the target minimum performance level for all groups and the target maximum performance difference between groups.",,,TRUE,repo_check; ci_gate,Responsible Release Criteria document,2
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,"Tags: Ongoing Evaluation Checkpoint. F1.5 Evaluate the system according to the defined Responsible Release Criteria. Tags: Ongoing Evaluation Checkpoint. F1.6 Reassess the system design, including the choice of training data, features, objective function, and training
algorithm, to pursue the goals of:
1) improving performance for any identified demographic group that does not meet any target minimum
performance level, and
2) minimizing performance differences between identified demographic groups, paying particular attention
to those that exceed the target maximum, while recognizing that doing so may appear to affect system
performance and that it is seldom clear how to make such tradeoffs.",evaluator,,eval,deployment of system not meeting release criteria,The evaluator must evaluate the system according to the defined Responsible Release Criteria.,,at ongoing evaluation checkpoints,TRUE,attest_check; repo_check,Responsible Release Criteria,1
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,"Microsoft Responsible AI Standard v2
14
Tags: Ongoing Evaluation Checkpoint. F1.7 Identify and document any justifiable factors, such as circumstantial and other operational factors (e.g.,
""background noise"" for speech recognition systems or ""image resolution"" for facial recognition systems), that
account for:
1) any inability to meet any target minimum performance level for any identified demographic group, and
2) any remaining performance differences between identified demographic groups. Tags: Ongoing Evaluation Checkpoint. F1.8 Document the pre-release results from requirements F1.4, F1.5, and F1.6.",org,,eval,Algorithmic bias against demographic groups,The org must identify and document justifiable factors for any inability to meet minimum performance targets for a demographic group or for any remaining performance differences between demographic groups.,,inability to meet target minimum performance for a demographic group; remaining performance differences between demographic groups,TRUE,attest_check; repo_check,Performance evaluation documentation,1
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,"Microsoft Responsible AI Standard v2
14
Tags: Ongoing Evaluation Checkpoint. F1.7 Identify and document any justifiable factors, such as circumstantial and other operational factors (e.g.,
""background noise"" for speech recognition systems or ""image resolution"" for facial recognition systems), that
account for:
1) any inability to meet any target minimum performance level for any identified demographic group, and
2) any remaining performance differences between identified demographic groups. Tags: Ongoing Evaluation Checkpoint. F1.8 Document the pre-release results from requirements F1.4, F1.5, and F1.6.",org,,eval,Lack of pre-release evaluation transparency,"The org must document the pre-release results from requirements F1.4, F1.5, and F1.6.",,pre-release,TRUE,attest_check; repo_check; ci_gate,Pre-release results documentation,1
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,"Determine and document how often
ongoing evaluation should be conducted to continue supporting this Goal. Tags: Ongoing Evaluation Checkpoint. F1.9 Publish information for customers about:
1) identified demographic groups for which performance may not meet any target minimum performance
level,
2) any remaining performance disparities between identified demographic groups that may exceed the target
maximum, and
3) any justifiable factors that account for these performance levels and differences. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",org,,eval,Performance degradation over time,The org must determine and document the frequency for conducting ongoing evaluations.,,,TRUE,repo_check; attest_check,Ongoing evaluation plan,2
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0008,"Determine and document how often
ongoing evaluation should be conducted to continue supporting this Goal. Tags: Ongoing Evaluation Checkpoint. F1.9 Publish information for customers about:
1) identified demographic groups for which performance may not meet any target minimum performance
level,
2) any remaining performance disparities between identified demographic groups that may exceed the target
maximum, and
3) any justifiable factors that account for these performance levels and differences. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",org,,public,Discriminatory performance impact,"The org must publish information for customers about demographic groups with subpar performance, performance disparities exceeding targets, and any justifiable factors for these differences.",,,TRUE,io_check; repo_check,,1
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0009,"Determine and document how often
ongoing evaluation should be conducted to continue supporting this Goal. Tags: Ongoing Evaluation Checkpoint. F1.9 Publish information for customers about:
1) identified demographic groups for which performance may not meet any target minimum performance
level,
2) any remaining performance disparities between identified demographic groups that may exceed the target
maximum, and
3) any justifiable factors that account for these performance levels and differences. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note.",org,,public,Lack of transparency for platform users,The org must include information on performance disparities in the required Transparency Note.,,system is a platform service for external customers or partners,TRUE,repo_check; io_check,Transparency Note,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,"Microsoft Responsible AI Standard v2
16
Goal F2: Allocation of resources and opportunities
Microsoft AI systems that allocate resources or opportunities in essential domains are designed to do so in a manner
that minimizes disparities in outcomes for identified demographic groups, including marginalized groups. Applies to: AI systems that generate outputs that directly affect the allocation of resources or opportunities relating
to finance, education, employment, healthcare, housing, insurance, or social welfare. Requirements
F2.1 Identify and prioritize demographic groups, including marginalized groups, that may be at risk of being
differentially impacted by the system based on intended uses and geographic areas where the system will be
deployed. Include:
1) groups defined by a single factor, and
2) groups defined by a combination of factors.",developer,,high-risk; regulated,discriminatory allocation of resources or opportunities,"The developer must identify and prioritize demographic groups, including marginalized and intersectional groups, that may be at risk of differential impact based on the system's intended uses and deployment geographies.",,"system allocates resources or opportunities in essential domains (finance, education, employment, healthcare, housing, insurance, or social welfare)",TRUE,attest_check; repo_check,,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,"Document the prioritized identified demographic groups using the Impact Assessment template. Tags: Impact Assessment. F2.2 Evaluate all data sets to assess inclusiveness of identified demographic groups and collect data to close any
gaps. Document this process and its results.",org,,eval,demographic bias,The org must document the prioritized identified demographic groups using the Impact Assessment template.,,,TRUE,attest_check,Impact Assessment template,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,"Document the prioritized identified demographic groups using the Impact Assessment template. Tags: Impact Assessment. F2.2 Evaluate all data sets to assess inclusiveness of identified demographic groups and collect data to close any
gaps. Document this process and its results.",evaluator,,eval,demographic bias,The evaluator must evaluate all data sets to assess the inclusiveness of identified demographic groups.,,,TRUE,data_check; attest_check,,2
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,"F2.3 Define and document the evaluation that you will perform to support this Goal. Include:
1) any system components to be evaluated, in addition to the whole system,
2) the metrics to be used to evaluate the system components and the whole system, and
3) the data set to be used for this evaluation. Tags: Ongoing Evaluation Checkpoint. F2.4 Define and document Responsible Release Criteria to achieve this Goal, as follows:
For each metric, document the target maximum difference (absolute or relative) between the rates at which
resources and opportunities are allocated to groups.",org,,eval,unvalidated system performance,"The org must define and document an evaluation plan that includes the system components to be evaluated, the metrics for evaluation, and the dataset to be used.",,before system evaluation,TRUE,attest_check; repo_check,evaluation plan,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,"F2.3 Define and document the evaluation that you will perform to support this Goal. Include:
1) any system components to be evaluated, in addition to the whole system,
2) the metrics to be used to evaluate the system components and the whole system, and
3) the data set to be used for this evaluation. Tags: Ongoing Evaluation Checkpoint. F2.4 Define and document Responsible Release Criteria to achieve this Goal, as follows:
For each metric, document the target maximum difference (absolute or relative) between the rates at which
resources and opportunities are allocated to groups.",org,,dev; eval,discriminatory resource allocation,The org must define and document Responsible Release Criteria that specify the target maximum difference in resource and opportunity allocation rates between groups for each metric.,,before system release,TRUE,attest_check; repo_check,Responsible Release Criteria document,2
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0004,"Tags: Ongoing Evaluation Checkpoint. F2.5 Evaluate the system according to the defined Responsible Release Criteria. Tags: Ongoing Evaluation Checkpoint. F2.6 Reassess the system design, including the choice of training data, features, objective function, and training
algorithm, to pursue the goal of minimizing differences between the rates at which resources and opportunities
are allocated to identified demographic groups, paying particular attention to those that exceed the target
maximum difference, while recognizing that doing so may appear to affect system performance and it is seldom
clear how to make such trade-offs.",evaluator,,eval,irresponsible system release,The evaluator must evaluate the system according to the defined Responsible Release Criteria.,,during ongoing evaluation,TRUE,attest_check; ci_gate,Responsible Release Criteria,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0004,"Tags: Ongoing Evaluation Checkpoint. F2.5 Evaluate the system according to the defined Responsible Release Criteria. Tags: Ongoing Evaluation Checkpoint. F2.6 Reassess the system design, including the choice of training data, features, objective function, and training
algorithm, to pursue the goal of minimizing differences between the rates at which resources and opportunities
are allocated to identified demographic groups, paying particular attention to those that exceed the target
maximum difference, while recognizing that doing so may appear to affect system performance and it is seldom
clear how to make such trade-offs.",developer,,training; eval,discriminatory resource allocation,"The developer must reassess the system design, including training data, features, and algorithms, to minimize differences in resource and opportunity allocation rates across identified demographic groups.",,during ongoing evaluation; when allocation rate differences between demographic groups exceed the target maximum,TRUE,attest_check; repo_check; data_check,,2
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0005,"Consult with your attorney to determine your approach to this, including how you will identify and document
trade-offs. Tags: Ongoing Evaluation Checkpoint.",org,,eval,unmanaged legal risk,The org must consult with its legal counsel to determine its approach to identifying and documenting trade-offs.,,,TRUE,attest_check,legal consultation record,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0005,"Consult with your attorney to determine your approach to this, including how you will identify and document
trade-offs. Tags: Ongoing Evaluation Checkpoint.",org,,eval,undocumented trade-offs,The org must identify and document trade-offs based on its determined approach.,,,TRUE,attest_check,trade-off documentation,2
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,"Microsoft Responsible AI Standard v2
17
F2.7 Identify and document any justifiable factors that account for any remaining differences between the rates at
which resources and opportunities are allocated to identified demographic groups. Tags: Ongoing Evaluation Checkpoint. F2.8 Document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6. Determine and document how often ongoing evaluation should be conducted to continue supporting this goal.",org,,eval,Biased resource allocation,The org must identify any justifiable factors that account for remaining differences in resource allocation rates across identified demographic groups.,,When differences in resource allocation rates between demographic groups exist,FALSE,,,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,"Microsoft Responsible AI Standard v2
17
F2.7 Identify and document any justifiable factors that account for any remaining differences between the rates at
which resources and opportunities are allocated to identified demographic groups. Tags: Ongoing Evaluation Checkpoint. F2.8 Document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6. Determine and document how often ongoing evaluation should be conducted to continue supporting this goal.",org,,eval,Biased resource allocation,The org must document any justifiable factors that account for remaining differences in resource allocation rates across identified demographic groups.,,When differences in resource allocation rates between demographic groups exist,TRUE,attest_check; repo_check,Justifiable factors documentation,2
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,"Microsoft Responsible AI Standard v2
17
F2.7 Identify and document any justifiable factors that account for any remaining differences between the rates at
which resources and opportunities are allocated to identified demographic groups. Tags: Ongoing Evaluation Checkpoint. F2.8 Document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6. Determine and document how often ongoing evaluation should be conducted to continue supporting this goal.",org,,eval,Unvalidated system deployment,The org must document the pre-release results for the required fairness evaluation.,,pre-release,TRUE,attest_check; repo_check,Pre-release evaluation results,3
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,"Microsoft Responsible AI Standard v2
17
F2.7 Identify and document any justifiable factors that account for any remaining differences between the rates at
which resources and opportunities are allocated to identified demographic groups. Tags: Ongoing Evaluation Checkpoint. F2.8 Document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6. Determine and document how often ongoing evaluation should be conducted to continue supporting this goal.",org,,eval,Unmonitored performance degradation,The org must determine how often ongoing evaluation should be conducted.,,before deployment,FALSE,,,4
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0007,"Tags: Ongoing Evaluation Checkpoint. F2.9 Publish information for customers about:
1) any remaining differences between the rates at which resources and opportunities are allocated to
identified demographic groups, and
2) any justifiable factors that account for these differences. When the system is a platform service made
available to external customers or partners, include this information in the required Transparency Note. Tags: Transparency Note.",org,,public,algorithmic bias,The org must publish information for customers about any remaining differences in resource allocation rates across identified demographic groups and any justifiable factors for these differences.,,,TRUE,repo_check,,1
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0007,"Tags: Ongoing Evaluation Checkpoint. F2.9 Publish information for customers about:
1) any remaining differences between the rates at which resources and opportunities are allocated to
identified demographic groups, and
2) any justifiable factors that account for these differences. When the system is a platform service made
available to external customers or partners, include this information in the required Transparency Note. Tags: Transparency Note.",org,,public,insufficient transparency,The org must include information on resource allocation differences and their justifications in the required Transparency Note.,,system is a platform service made available to external customers or partners,TRUE,repo_check,Transparency Note,2
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0001,"Microsoft Responsible AI Standard v2
19
Goal F3: Minimization of stereotyping, demeaning, and erasing outputs
Microsoft AI systems that describe, depict, or otherwise represent people, cultures, or society are designed to
minimize the potential for stereotyping, demeaning, or erasing identified demographic groups, including
marginalized groups. Applies to: AI systems when system outputs include descriptions, depictions, or other representations of people,
cultures, or society. Requirements
F3.1 Identify and prioritize demographic groups, including marginalized groups, that may be at risk of being
subject to stereotyping, demeaning, or erasing outputs of the system. Include:
1) groups defined by a single factor, and
2) groups defined by a combination of factors.",org,,dev,Stereotyping of demographic groups,"The org shall identify and prioritize demographic groups, including marginalized and intersectional groups, at risk of being subject to stereotyping, demeaning, or erasing outputs from the system.",,"When system outputs include descriptions, depictions, or other representations of people, cultures, or society",TRUE,attest_check,,1
