unit_id,span_id,kind,page,section,section_path,text,prev_sentence,next_sentence,window_text,pdf_name,doc_id,new_span_id,new_kind,new_page,match_type
30,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0014,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"They shall have the appropriate statistical properties, including,
where applicable, as regards the persons or groups of persons in relation to whom the high-risk AI system is intended to be
used.","Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible,
free of errors and complete in view of the intended purpose.","Those characteristics of the data sets may be met at the level of individual data sets or at the level of a combination
thereof.","[PREV] Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible,
free of errors and complete in view of the intended purpose. [TARGET] They shall have the appropriate statistical properties, including,
where applicable, as regards the persons or groups of persons in relation to whom the high-risk AI system is intended to be
used. [NEXT] Those characteristics of the data sets may be met at the level of individual data sets or at the level of a combination
thereof.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0004,sentence,3,contains
31,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0015,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Those characteristics of the data sets may be met at the level of individual data sets or at the level of a combination
thereof.","They shall have the appropriate statistical properties, including,
where applicable, as regards the persons or groups of persons in relation to whom the high-risk AI system is intended to be
used.","OJ L, 12.7.2024
EN","[PREV] They shall have the appropriate statistical properties, including,
where applicable, as regards the persons or groups of persons in relation to whom the high-risk AI system is intended to be
used. [TARGET] Those characteristics of the data sets may be met at the level of individual data sets or at the level of a combination
thereof. [NEXT] OJ L, 12.7.2024
EN",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0004,sentence,3,contains
32,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0016,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"OJ L, 12.7.2024
EN","Those characteristics of the data sets may be met at the level of individual data sets or at the level of a combination
thereof.",,"[PREV] Those characteristics of the data sets may be met at the level of individual data sets or at the level of a combination
thereof. [TARGET] OJ L, 12.7.2024
EN",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0004,sentence,3,contains
33,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0001,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:",5,,"To the extent that it is strictly necessary for the purpose of ensuring bias detection and correction in relation to the
high-risk AI systems in accordance with paragraph (2), points (f) and (g) of this Article, the providers of such systems may
exceptionally process special categories of personal data, subject to appropriate safeguards for the fundamental rights and
freedoms of natural persons.","[TARGET] 5. [NEXT] To the extent that it is strictly necessary for the purpose of ensuring bias detection and correction in relation to the
high-risk AI systems in accordance with paragraph (2), points (f) and (g) of this Article, the providers of such systems may
exceptionally process special categories of personal data, subject to appropriate safeguards for the fundamental rights and
freedoms of natural persons.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0003,sentence,5,contains
34,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0002,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","To the extent that it is strictly necessary for the purpose of ensuring bias detection and correction in relation to the
high-risk AI systems in accordance with paragraph (2), points (f) and (g) of this Article, the providers of such systems may
exceptionally process special categories of personal data, subject to appropriate safeguards for the fundamental rights and
freedoms of natural persons.",5,"In addition to the provisions set out in Regulations (EU) 2016/679 and (EU) 2018/1725 and
Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:
(a) the bias detection and correction cannot be effectively fulfilled by processing other data, including synthetic or
anonymised data;
(b) the special categories of personal data are subject to technical limitations on the re-use of the personal data, and
state-of-the-art security and privacy-preserving measures, including pseudonymisation;
(c) the special categories of personal data are subject to measures to ensure that the personal data processed are secured,
protected, subject to suitable safeguards, including strict controls and documentation of the access, to avoid misuse and
ensure that only authorised persons have access to those personal data with appropriate confidentiality obligations;
(d) the special categories of personal data are not to be transmitted, transferred or otherwise accessed by other parties;
(e) the special categories of personal data are deleted once the bias has been corrected or the personal data has reached the
end of its retention period, whichever comes first;
(f) the records of processing activities pursuant to Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU)
2016/680 include the reasons why the processing of special categories of personal data was strictly necessary to detect
and correct biases, and why that objective could not be achieved by processing other data.
6.","[PREV] 5. [TARGET] To the extent that it is strictly necessary for the purpose of ensuring bias detection and correction in relation to the
high-risk AI systems in accordance with paragraph (2), points (f) and (g) of this Article, the providers of such systems may
exceptionally process special categories of personal data, subject to appropriate safeguards for the fundamental rights and
freedoms of natural persons. [NEXT] In addition to the provisions set out in Regulations (EU) 2016/679 and (EU) 2018/1725 and
Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:
(a) the bias detection and correction cannot be effectively fulfilled by processing other data, including synthetic or
anonymised data;
(b) the special categories of personal data are subject to technical limitations on the re-use of the personal data, and
state-of-the-art security and privacy-preserving measures, including pseudonymisation;
(c) the special categories of personal data are subject to measures to ensure that the personal data processed are secured,
protected, subject to suitable safeguards, including strict controls and documentation of the access, to avoid misuse and
ensure that only authorised persons have access to those personal data with appropriate confidentiality obligations;
(d) the special categories of personal data are not to be transmitted, transferred or otherwise accessed by other parties;
(e) the special categories of personal data are deleted once the bias has been corrected or the personal data has reached the
end of its retention period, whichever comes first;
(f) the records of processing activities pursuant to Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU)
2016/680 include the reasons why the processing of special categories of personal data was strictly necessary to detect
and correct biases, and why that objective could not be achieved by processing other data.
6.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0001,sentence,4,contains
35,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0003,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","In addition to the provisions set out in Regulations (EU) 2016/679 and (EU) 2018/1725 and
Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:
(a) the bias detection and correction cannot be effectively fulfilled by processing other data, including synthetic or
anonymised data;
(b) the special categories of personal data are subject to technical limitations on the re-use of the personal data, and
state-of-the-art security and privacy-preserving measures, including pseudonymisation;
(c) the special categories of personal data are subject to measures to ensure that the personal data processed are secured,
protected, subject to suitable safeguards, including strict controls and documentation of the access, to avoid misuse and
ensure that only authorised persons have access to those personal data with appropriate confidentiality obligations;
(d) the special categories of personal data are not to be transmitted, transferred or otherwise accessed by other parties;
(e) the special categories of personal data are deleted once the bias has been corrected or the personal data has reached the
end of its retention period, whichever comes first;
(f) the records of processing activities pursuant to Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU)
2016/680 include the reasons why the processing of special categories of personal data was strictly necessary to detect
and correct biases, and why that objective could not be achieved by processing other data.
6.","To the extent that it is strictly necessary for the purpose of ensuring bias detection and correction in relation to the
high-risk AI systems in accordance with paragraph (2), points (f) and (g) of this Article, the providers of such systems may
exceptionally process special categories of personal data, subject to appropriate safeguards for the fundamental rights and
freedoms of natural persons.","For the development of high-risk AI systems not using techniques involving the training of AI models, paragraphs 2
to 5 apply only to the testing data sets.","[PREV] To the extent that it is strictly necessary for the purpose of ensuring bias detection and correction in relation to the
high-risk AI systems in accordance with paragraph (2), points (f) and (g) of this Article, the providers of such systems may
exceptionally process special categories of personal data, subject to appropriate safeguards for the fundamental rights and
freedoms of natural persons. [TARGET] In addition to the provisions set out in Regulations (EU) 2016/679 and (EU) 2018/1725 and
Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:
(a) the bias detection and correction cannot be effectively fulfilled by processing other data, including synthetic or
anonymised data;
(b) the special categories of personal data are subject to technical limitations on the re-use of the personal data, and
state-of-the-art security and privacy-preserving measures, including pseudonymisation;
(c) the special categories of personal data are subject to measures to ensure that the personal data processed are secured,
protected, subject to suitable safeguards, including strict controls and documentation of the access, to avoid misuse and
ensure that only authorised persons have access to those personal data with appropriate confidentiality obligations;
(d) the special categories of personal data are not to be transmitted, transferred or otherwise accessed by other parties;
(e) the special categories of personal data are deleted once the bias has been corrected or the personal data has reached the
end of its retention period, whichever comes first;
(f) the records of processing activities pursuant to Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU)
2016/680 include the reasons why the processing of special categories of personal data was strictly necessary to detect
and correct biases, and why that objective could not be achieved by processing other data.
6. [NEXT] For the development of high-risk AI systems not using techniques involving the training of AI models, paragraphs 2
to 5 apply only to the testing data sets.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0001,sentence,4,contains
36,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0004,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","For the development of high-risk AI systems not using techniques involving the training of AI models, paragraphs 2
to 5 apply only to the testing data sets.","In addition to the provisions set out in Regulations (EU) 2016/679 and (EU) 2018/1725 and
Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:
(a) the bias detection and correction cannot be effectively fulfilled by processing other data, including synthetic or
anonymised data;
(b) the special categories of personal data are subject to technical limitations on the re-use of the personal data, and
state-of-the-art security and privacy-preserving measures, including pseudonymisation;
(c) the special categories of personal data are subject to measures to ensure that the personal data processed are secured,
protected, subject to suitable safeguards, including strict controls and documentation of the access, to avoid misuse and
ensure that only authorised persons have access to those personal data with appropriate confidentiality obligations;
(d) the special categories of personal data are not to be transmitted, transferred or otherwise accessed by other parties;
(e) the special categories of personal data are deleted once the bias has been corrected or the personal data has reached the
end of its retention period, whichever comes first;
(f) the records of processing activities pursuant to Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU)
2016/680 include the reasons why the processing of special categories of personal data was strictly necessary to detect
and correct biases, and why that objective could not be achieved by processing other data.
6.","Article 11
Technical documentation
1.","[PREV] In addition to the provisions set out in Regulations (EU) 2016/679 and (EU) 2018/1725 and
Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:
(a) the bias detection and correction cannot be effectively fulfilled by processing other data, including synthetic or
anonymised data;
(b) the special categories of personal data are subject to technical limitations on the re-use of the personal data, and
state-of-the-art security and privacy-preserving measures, including pseudonymisation;
(c) the special categories of personal data are subject to measures to ensure that the personal data processed are secured,
protected, subject to suitable safeguards, including strict controls and documentation of the access, to avoid misuse and
ensure that only authorised persons have access to those personal data with appropriate confidentiality obligations;
(d) the special categories of personal data are not to be transmitted, transferred or otherwise accessed by other parties;
(e) the special categories of personal data are deleted once the bias has been corrected or the personal data has reached the
end of its retention period, whichever comes first;
(f) the records of processing activities pursuant to Regulations (EU) 2016/679 and (EU) 2018/1725 and Directive (EU)
2016/680 include the reasons why the processing of special categories of personal data was strictly necessary to detect
and correct biases, and why that objective could not be achieved by processing other data.
6. [TARGET] For the development of high-risk AI systems not using techniques involving the training of AI models, paragraphs 2
to 5 apply only to the testing data sets. [NEXT] Article 11
Technical documentation
1.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0001,sentence,4,contains
37,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0005,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Article 11
Technical documentation
1.","For the development of high-risk AI systems not using techniques involving the training of AI models, paragraphs 2
to 5 apply only to the testing data sets.","The technical documentation of a high-risk AI system shall be drawn up before that system is placed on the market or
put into service and shall be kept up-to date.","[PREV] For the development of high-risk AI systems not using techniques involving the training of AI models, paragraphs 2
to 5 apply only to the testing data sets. [TARGET] Article 11
Technical documentation
1. [NEXT] The technical documentation of a high-risk AI system shall be drawn up before that system is placed on the market or
put into service and shall be kept up-to date.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0002,sentence,4,contains
38,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0006,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","The technical documentation of a high-risk AI system shall be drawn up before that system is placed on the market or
put into service and shall be kept up-to date.","Article 11
Technical documentation
1.","The technical documentation shall be drawn up in such a way as to demonstrate that the high-risk AI system complies with
the requirements set out in this Section and to provide national competent authorities and notified bodies with the
necessary information in a clear and comprehensive form to assess the compliance of the AI system with those
requirements.","[PREV] Article 11
Technical documentation
1. [TARGET] The technical documentation of a high-risk AI system shall be drawn up before that system is placed on the market or
put into service and shall be kept up-to date. [NEXT] The technical documentation shall be drawn up in such a way as to demonstrate that the high-risk AI system complies with
the requirements set out in this Section and to provide national competent authorities and notified bodies with the
necessary information in a clear and comprehensive form to assess the compliance of the AI system with those
requirements.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0002,sentence,4,contains
39,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0007,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","The technical documentation shall be drawn up in such a way as to demonstrate that the high-risk AI system complies with
the requirements set out in this Section and to provide national competent authorities and notified bodies with the
necessary information in a clear and comprehensive form to assess the compliance of the AI system with those
requirements.","The technical documentation of a high-risk AI system shall be drawn up before that system is placed on the market or
put into service and shall be kept up-to date.","It shall contain, at a minimum, the elements set out in Annex IV.","[PREV] The technical documentation of a high-risk AI system shall be drawn up before that system is placed on the market or
put into service and shall be kept up-to date. [TARGET] The technical documentation shall be drawn up in such a way as to demonstrate that the high-risk AI system complies with
the requirements set out in this Section and to provide national competent authorities and notified bodies with the
necessary information in a clear and comprehensive form to assess the compliance of the AI system with those
requirements. [NEXT] It shall contain, at a minimum, the elements set out in Annex IV.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0002,sentence,4,contains
40,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0008,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","It shall contain, at a minimum, the elements set out in Annex IV.","The technical documentation shall be drawn up in such a way as to demonstrate that the high-risk AI system complies with
the requirements set out in this Section and to provide national competent authorities and notified bodies with the
necessary information in a clear and comprehensive form to assess the compliance of the AI system with those
requirements.","SMEs, including start-ups, may provide the
elements of the technical documentation specified in Annex IV in a simplified manner.","[PREV] The technical documentation shall be drawn up in such a way as to demonstrate that the high-risk AI system complies with
the requirements set out in this Section and to provide national competent authorities and notified bodies with the
necessary information in a clear and comprehensive form to assess the compliance of the AI system with those
requirements. [TARGET] It shall contain, at a minimum, the elements set out in Annex IV. [NEXT] SMEs, including start-ups, may provide the
elements of the technical documentation specified in Annex IV in a simplified manner.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0002,sentence,4,contains
41,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0009,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","SMEs, including start-ups, may provide the
elements of the technical documentation specified in Annex IV in a simplified manner.","It shall contain, at a minimum, the elements set out in Annex IV.","To that end, the Commission shall
establish a simplified technical documentation form targeted at the needs of small and microenterprises.","[PREV] It shall contain, at a minimum, the elements set out in Annex IV. [TARGET] SMEs, including start-ups, may provide the
elements of the technical documentation specified in Annex IV in a simplified manner. [NEXT] To that end, the Commission shall
establish a simplified technical documentation form targeted at the needs of small and microenterprises.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0003,sentence,4,contains
42,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0010,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","To that end, the Commission shall
establish a simplified technical documentation form targeted at the needs of small and microenterprises.","SMEs, including start-ups, may provide the
elements of the technical documentation specified in Annex IV in a simplified manner.","Where an SME,
including a start-up, opts to provide the information required in Annex IV in a simplified manner, it shall use the form
referred to in this paragraph.","[PREV] SMEs, including start-ups, may provide the
elements of the technical documentation specified in Annex IV in a simplified manner. [TARGET] To that end, the Commission shall
establish a simplified technical documentation form targeted at the needs of small and microenterprises. [NEXT] Where an SME,
including a start-up, opts to provide the information required in Annex IV in a simplified manner, it shall use the form
referred to in this paragraph.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0003,sentence,4,contains
43,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0011,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Where an SME,
including a start-up, opts to provide the information required in Annex IV in a simplified manner, it shall use the form
referred to in this paragraph.","To that end, the Commission shall
establish a simplified technical documentation form targeted at the needs of small and microenterprises.","Notified bodies shall accept the form for the purposes of the conformity assessment.
2.","[PREV] To that end, the Commission shall
establish a simplified technical documentation form targeted at the needs of small and microenterprises. [TARGET] Where an SME,
including a start-up, opts to provide the information required in Annex IV in a simplified manner, it shall use the form
referred to in this paragraph. [NEXT] Notified bodies shall accept the form for the purposes of the conformity assessment.
2.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0003,sentence,4,contains
44,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0012,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Notified bodies shall accept the form for the purposes of the conformity assessment.
2.","Where an SME,
including a start-up, opts to provide the information required in Annex IV in a simplified manner, it shall use the form
referred to in this paragraph.","Where a high-risk AI system related to a product covered by the Union harmonisation legislation listed in Section
A of Annex I is placed on the market or put into service, a single set of technical documentation shall be drawn up
containing all the information set out in paragraph 1, as well as the information required under those legal acts.","[PREV] Where an SME,
including a start-up, opts to provide the information required in Annex IV in a simplified manner, it shall use the form
referred to in this paragraph. [TARGET] Notified bodies shall accept the form for the purposes of the conformity assessment.
2. [NEXT] Where a high-risk AI system related to a product covered by the Union harmonisation legislation listed in Section
A of Annex I is placed on the market or put into service, a single set of technical documentation shall be drawn up
containing all the information set out in paragraph 1, as well as the information required under those legal acts.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0003,sentence,4,contains
45,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0013,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Where a high-risk AI system related to a product covered by the Union harmonisation legislation listed in Section
A of Annex I is placed on the market or put into service, a single set of technical documentation shall be drawn up
containing all the information set out in paragraph 1, as well as the information required under those legal acts.","Notified bodies shall accept the form for the purposes of the conformity assessment.
2.","EN
OJ L, 12.7.2024","[PREV] Notified bodies shall accept the form for the purposes of the conformity assessment.
2. [TARGET] Where a high-risk AI system related to a product covered by the Union harmonisation legislation listed in Section
A of Annex I is placed on the market or put into service, a single set of technical documentation shall be drawn up
containing all the information set out in paragraph 1, as well as the information required under those legal acts. [NEXT] EN
OJ L, 12.7.2024",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0004,sentence,4,contains
46,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0014,sentence,4,"Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","Directive (EU) 2016/680, all the following conditions must be met in order for such processing to occur:","EN
OJ L, 12.7.2024","Where a high-risk AI system related to a product covered by the Union harmonisation legislation listed in Section
A of Annex I is placed on the market or put into service, a single set of technical documentation shall be drawn up
containing all the information set out in paragraph 1, as well as the information required under those legal acts.",,"[PREV] Where a high-risk AI system related to a product covered by the Union harmonisation legislation listed in Section
A of Annex I is placed on the market or put into service, a single set of technical documentation shall be drawn up
containing all the information set out in paragraph 1, as well as the information required under those legal acts. [TARGET] EN
OJ L, 12.7.2024",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/directive-eu-2016-680-all-the-following-conditions-must-be-m/sent_0004,sentence,4,contains
47,EU_AI_2024_removed/article-12/sent_0001,sentence,5,Article 12,Article 12,"Article 12
Record-keeping
1.",,"High-risk AI systems shall technically allow for the automatic recording of events (logs) over the lifetime of the
system.
2.","[TARGET] Article 12
Record-keeping
1. [NEXT] High-risk AI systems shall technically allow for the automatic recording of events (logs) over the lifetime of the
system.
2.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0001,sentence,5,contains
48,EU_AI_2024_removed/article-12/sent_0002,sentence,5,Article 12,Article 12,"High-risk AI systems shall technically allow for the automatic recording of events (logs) over the lifetime of the
system.
2.","Article 12
Record-keeping
1.","In order to ensure a level of traceability of the functioning of a high-risk AI system that is appropriate to the intended
purpose of the system, logging capabilities shall enable the recording of events relevant for:
(a) identifying situations that may result in the high-risk AI system presenting a risk within the meaning of Article 79(1) or
in a substantial modification;
(b) facilitating the post-market monitoring referred to in Article 72; and
(c) monitoring the operation of high-risk AI systems referred to in Article 26(5).
3.","[PREV] Article 12
Record-keeping
1. [TARGET] High-risk AI systems shall technically allow for the automatic recording of events (logs) over the lifetime of the
system.
2. [NEXT] In order to ensure a level of traceability of the functioning of a high-risk AI system that is appropriate to the intended
purpose of the system, logging capabilities shall enable the recording of events relevant for:
(a) identifying situations that may result in the high-risk AI system presenting a risk within the meaning of Article 79(1) or
in a substantial modification;
(b) facilitating the post-market monitoring referred to in Article 72; and
(c) monitoring the operation of high-risk AI systems referred to in Article 26(5).
3.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0001,sentence,5,contains
49,EU_AI_2024_removed/article-12/sent_0003,sentence,5,Article 12,Article 12,"In order to ensure a level of traceability of the functioning of a high-risk AI system that is appropriate to the intended
purpose of the system, logging capabilities shall enable the recording of events relevant for:
(a) identifying situations that may result in the high-risk AI system presenting a risk within the meaning of Article 79(1) or
in a substantial modification;
(b) facilitating the post-market monitoring referred to in Article 72; and
(c) monitoring the operation of high-risk AI systems referred to in Article 26(5).
3.","High-risk AI systems shall technically allow for the automatic recording of events (logs) over the lifetime of the
system.
2.","For high-risk AI systems referred to in point 1 (a), of Annex III, the logging capabilities shall provide, at a minimum:
(a) recording of the period of each use of the system (start date and time and end date and time of each use);
(b) the reference database against which input data has been checked by the system;
(c) the input data for which the search has led to a match;
(d) the identification of the natural persons involved in the verification of the results, as referred to in Article 14(5).","[PREV] High-risk AI systems shall technically allow for the automatic recording of events (logs) over the lifetime of the
system.
2. [TARGET] In order to ensure a level of traceability of the functioning of a high-risk AI system that is appropriate to the intended
purpose of the system, logging capabilities shall enable the recording of events relevant for:
(a) identifying situations that may result in the high-risk AI system presenting a risk within the meaning of Article 79(1) or
in a substantial modification;
(b) facilitating the post-market monitoring referred to in Article 72; and
(c) monitoring the operation of high-risk AI systems referred to in Article 26(5).
3. [NEXT] For high-risk AI systems referred to in point 1 (a), of Annex III, the logging capabilities shall provide, at a minimum:
(a) recording of the period of each use of the system (start date and time and end date and time of each use);
(b) the reference database against which input data has been checked by the system;
(c) the input data for which the search has led to a match;
(d) the identification of the natural persons involved in the verification of the results, as referred to in Article 14(5).",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0001,sentence,5,contains
50,EU_AI_2024_removed/article-12/sent_0004,sentence,5,Article 12,Article 12,"For high-risk AI systems referred to in point 1 (a), of Annex III, the logging capabilities shall provide, at a minimum:
(a) recording of the period of each use of the system (start date and time and end date and time of each use);
(b) the reference database against which input data has been checked by the system;
(c) the input data for which the search has led to a match;
(d) the identification of the natural persons involved in the verification of the results, as referred to in Article 14(5).","In order to ensure a level of traceability of the functioning of a high-risk AI system that is appropriate to the intended
purpose of the system, logging capabilities shall enable the recording of events relevant for:
(a) identifying situations that may result in the high-risk AI system presenting a risk within the meaning of Article 79(1) or
in a substantial modification;
(b) facilitating the post-market monitoring referred to in Article 72; and
(c) monitoring the operation of high-risk AI systems referred to in Article 26(5).
3.","Article 13
Transparency and provision of information to deployers
1.","[PREV] In order to ensure a level of traceability of the functioning of a high-risk AI system that is appropriate to the intended
purpose of the system, logging capabilities shall enable the recording of events relevant for:
(a) identifying situations that may result in the high-risk AI system presenting a risk within the meaning of Article 79(1) or
in a substantial modification;
(b) facilitating the post-market monitoring referred to in Article 72; and
(c) monitoring the operation of high-risk AI systems referred to in Article 26(5).
3. [TARGET] For high-risk AI systems referred to in point 1 (a), of Annex III, the logging capabilities shall provide, at a minimum:
(a) recording of the period of each use of the system (start date and time and end date and time of each use);
(b) the reference database against which input data has been checked by the system;
(c) the input data for which the search has led to a match;
(d) the identification of the natural persons involved in the verification of the results, as referred to in Article 14(5). [NEXT] Article 13
Transparency and provision of information to deployers
1.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0001,sentence,5,contains
