span_id,text,rule_id,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence
NIST AI RMF profiles_removed/mp-2-3-002/sent_0001,"MP-2.3-002 Review and document accuracy, representativeness, relevance, suitability of data
used at different stages of AI life cycle. Harmful Bias and Homogenization;
Intellectual Property
MP-2.3-003
Deploy and document fact-checking techniques to verify the accuracy and
veracity of information generated by GAI systems, especially when the
information comes from multiple (or unknown) sources. Information Integrity
MP-2.3-004 Develop and implement testing techniques to identify GAI produced content (e.g.,
synthetic media) that might be indistinguishable from human-generated content. Information Integrity
MP-2.3-005 Implement plans for GAI systems to undergo regular adversarial testing to identify
vulnerabilities and potential manipulation or misuse.",5,developer,,,undetected synthetic media,developer must develop testing techniques to identify GAI-produced content that may be indistinguishable from human-generated content.,,content may be indistinguishable from human-generated,TRUE,"repo_check, io_check, data_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0001,"MP-2.3-002 Review and document accuracy, representativeness, relevance, suitability of data
used at different stages of AI life cycle. Harmful Bias and Homogenization;
Intellectual Property
MP-2.3-003
Deploy and document fact-checking techniques to verify the accuracy and
veracity of information generated by GAI systems, especially when the
information comes from multiple (or unknown) sources. Information Integrity
MP-2.3-004 Develop and implement testing techniques to identify GAI produced content (e.g.,
synthetic media) that might be indistinguishable from human-generated content. Information Integrity
MP-2.3-005 Implement plans for GAI systems to undergo regular adversarial testing to identify
vulnerabilities and potential manipulation or misuse.",6,developer,,,undetected synthetic media,developer must implement testing techniques to identify GAI-produced content that may be indistinguishable from human-generated content.,,content may be indistinguishable from human-generated,TRUE,"ci_gate, log_check, config_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0001,"MP-2.3-002 Review and document accuracy, representativeness, relevance, suitability of data
used at different stages of AI life cycle. Harmful Bias and Homogenization;
Intellectual Property
MP-2.3-003
Deploy and document fact-checking techniques to verify the accuracy and
veracity of information generated by GAI systems, especially when the
information comes from multiple (or unknown) sources. Information Integrity
MP-2.3-004 Develop and implement testing techniques to identify GAI produced content (e.g.,
synthetic media) that might be indistinguishable from human-generated content. Information Integrity
MP-2.3-005 Implement plans for GAI systems to undergo regular adversarial testing to identify
vulnerabilities and potential manipulation or misuse.",7,org,,,adversarial manipulation of the system,org must implement plans for GAI systems to undergo regular adversarial testing to identify vulnerabilities and potential manipulation or misuse.,,on a regular schedule,TRUE,"ci_gate, log_check, config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0002,"Information Security
AI Actor Tasks: AI Development, Domain Experts, TEVV
MAP 3.4: Processes for operator and practitioner proficiency with AI system performance and trustworthiness – and relevant
technical standards and certifications – are defined, assessed, and documented. Action ID
Suggested Action
GAI Risks
MP-3.4-001
Evaluate whether GAI operators and end-users can accurately understand
content lineage and origin. Human-AI Configuration;
Information Integrity
MP-3.4-002 Adapt existing training programs to include modules on digital content
transparency. Information Integrity
MP-3.4-003 Develop certification programs that test proficiency in managing GAI risks and
interpreting content provenance, relevant to specific industry and context.",1,org,,,misinterpretation of content provenance,org must evaluate whether GAI operators and end-users can accurately understand content lineage and origin.,,,TRUE,"attest_check, repo_check, log_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0002,"Information Security
AI Actor Tasks: AI Development, Domain Experts, TEVV
MAP 3.4: Processes for operator and practitioner proficiency with AI system performance and trustworthiness – and relevant
technical standards and certifications – are defined, assessed, and documented. Action ID
Suggested Action
GAI Risks
MP-3.4-001
Evaluate whether GAI operators and end-users can accurately understand
content lineage and origin. Human-AI Configuration;
Information Integrity
MP-3.4-002 Adapt existing training programs to include modules on digital content
transparency. Information Integrity
MP-3.4-003 Develop certification programs that test proficiency in managing GAI risks and
interpreting content provenance, relevant to specific industry and context.",2,org,,,insufficient transparency training,org must adapt existing training programs to include modules on digital content transparency.,,,TRUE,"attest_check, repo_check, config_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0002,"Information Security
AI Actor Tasks: AI Development, Domain Experts, TEVV
MAP 3.4: Processes for operator and practitioner proficiency with AI system performance and trustworthiness – and relevant
technical standards and certifications – are defined, assessed, and documented. Action ID
Suggested Action
GAI Risks
MP-3.4-001
Evaluate whether GAI operators and end-users can accurately understand
content lineage and origin. Human-AI Configuration;
Information Integrity
MP-3.4-002 Adapt existing training programs to include modules on digital content
transparency. Information Integrity
MP-3.4-003 Develop certification programs that test proficiency in managing GAI risks and
interpreting content provenance, relevant to specific industry and context.",3,org,,,unverified proficiency in GAI risk management,org must develop certification programs that test proficiency in managing GAI risks and interpreting content provenance relevant to the specific industry and context.,,industry- and context-specific,TRUE,"attest_check, repo_check, log_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0003,"Information Integrity
MP-3.4-004 Delineate human proficiency tests from tests of GAI capabilities. Human-AI Configuration
MP-3.4-005 Implement systems to continually monitor and track the outcomes of human-GAI
configurations for future refinement and improvements. Human-AI Configuration;
Information Integrity
MP-3.4-006
Involve the end-users, practitioners, and operators in GAI system in prototyping
and testing activities. Make sure these tests cover various scenarios, such as crisis
situations or ethically sensitive contexts.",1,org,,,misattribution of human versus system performance,org must delineate human proficiency tests from tests of GAI capabilities.,,,TRUE,"repo_check, config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0003,"Information Integrity
MP-3.4-004 Delineate human proficiency tests from tests of GAI capabilities. Human-AI Configuration
MP-3.4-005 Implement systems to continually monitor and track the outcomes of human-GAI
configurations for future refinement and improvements. Human-AI Configuration;
Information Integrity
MP-3.4-006
Involve the end-users, practitioners, and operators in GAI system in prototyping
and testing activities. Make sure these tests cover various scenarios, such as crisis
situations or ethically sensitive contexts.",2,org,,,unmonitored human–GAI configuration outcomes,org must implement systems to continually monitor and track outcomes of human–GAI configurations for future refinement and improvements.,,human–GAI configurations,TRUE,"log_check, config_check, io_check, attest_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0003,"Information Integrity
MP-3.4-004 Delineate human proficiency tests from tests of GAI capabilities. Human-AI Configuration
MP-3.4-005 Implement systems to continually monitor and track the outcomes of human-GAI
configurations for future refinement and improvements. Human-AI Configuration;
Information Integrity
MP-3.4-006
Involve the end-users, practitioners, and operators in GAI system in prototyping
and testing activities. Make sure these tests cover various scenarios, such as crisis
situations or ethically sensitive contexts.",3,org,,,insufficient stakeholder involvement in testing,"org must involve end-users, practitioners, and operators in prototyping and testing activities.",,"prototyping, testing",TRUE,"attest_check, repo_check, log_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0003,"Information Integrity
MP-3.4-004 Delineate human proficiency tests from tests of GAI capabilities. Human-AI Configuration
MP-3.4-005 Implement systems to continually monitor and track the outcomes of human-GAI
configurations for future refinement and improvements. Human-AI Configuration;
Information Integrity
MP-3.4-006
Involve the end-users, practitioners, and operators in GAI system in prototyping
and testing activities. Make sure these tests cover various scenarios, such as crisis
situations or ethically sensitive contexts.",4,org,,,inadequate scenario coverage in testing,org must ensure tests cover varied scenarios including crisis situations and ethically sensitive contexts.,,"crisis scenarios, ethically sensitive contexts",TRUE,"repo_check, config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-2-3-002/sent_0004,"Human-AI Configuration;
Information Integrity; Harmful Bias
and Homogenization; Dangerous,
Violent, or Hateful Content
AI Actor Tasks: AI Design, AI Development, Domain Experts, End-Users, Human Factors, Operation and Monitoring",-,,,,,,,,,,
NIST AI RMF profiles_removed/map-4-1/sent_0001,"MAP 4.1: Approaches for mapping AI technology and legal risks of its components – including the use of third-party data or
software – are in place, followed, and documented, as are risks of infringement of a third-party's intellectual property or other
rights. Action ID
Suggested Action
GAI Risks
MP-4.1-001 Conduct periodic monitoring of AI-generated content for privacy risks; address any
possible instances of PII or sensitive data exposure. Data Privacy
MP-4.1-002 Implement processes for responding to potential intellectual property infringement
claims or other rights. Intellectual Property
MP-4.1-003
Connect new GAI policies, procedures, and processes to existing model, data,
software development, and IT governance and to legal, compliance, and risk
management activities.",1,org,PII,[],unauthorized PII exposure,org must conduct periodic monitoring of AI-generated content and remediate detected PII or sensitive-data exposure.,[],AI-generated content,TRUE,"io_check, data_check, log_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0001,"MAP 4.1: Approaches for mapping AI technology and legal risks of its components – including the use of third-party data or
software – are in place, followed, and documented, as are risks of infringement of a third-party's intellectual property or other
rights. Action ID
Suggested Action
GAI Risks
MP-4.1-001 Conduct periodic monitoring of AI-generated content for privacy risks; address any
possible instances of PII or sensitive data exposure. Data Privacy
MP-4.1-002 Implement processes for responding to potential intellectual property infringement
claims or other rights. Intellectual Property
MP-4.1-003
Connect new GAI policies, procedures, and processes to existing model, data,
software development, and IT governance and to legal, compliance, and risk
management activities.",2,org,[],[],intellectual property infringement,org must maintain a process for responding to potential intellectual-property or other rights claims.,[],IP infringement claim or other rights claim received,TRUE,"config_check, attest_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0001,"MAP 4.1: Approaches for mapping AI technology and legal risks of its components – including the use of third-party data or
software – are in place, followed, and documented, as are risks of infringement of a third-party's intellectual property or other
rights. Action ID
Suggested Action
GAI Risks
MP-4.1-001 Conduct periodic monitoring of AI-generated content for privacy risks; address any
possible instances of PII or sensitive data exposure. Data Privacy
MP-4.1-002 Implement processes for responding to potential intellectual property infringement
claims or other rights. Intellectual Property
MP-4.1-003
Connect new GAI policies, procedures, and processes to existing model, data,
software development, and IT governance and to legal, compliance, and risk
management activities.",3,org,[],[],non-compliance due to unintegrated governance,"org must connect new GAI policies and procedures to existing model, data, software-development, IT governance, legal, compliance, and risk-management activities.",[],new GAI policies or procedures,TRUE,"config_check, attest_check, ci_gate",[]
NIST AI RMF profiles_removed/map-4-1/sent_0002,"Information Security; Data Privacy
MP-4.1-004 Document training data curation policies, to the extent possible and according to
applicable laws and policies. Intellectual Property; Data Privacy;
Obscene, Degrading, and/or
Abusive Content
MP-4.1-005
Establish policies for collection, retention, and minimum quality of data, in
consideration of the following risks: Disclosure of inappropriate CBRN information;
Use of Illegal or dangerous content; Offensive cyber capabilities; Training data
imbalances that could give rise to harmful biases; Leak of personally identifiable
information, including facial likenesses of individuals. CBRN Information or Capabilities;
Intellectual Property; Information
Security; Harmful Bias and
Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-006 Implement policies and practices defining how third-party intellectual property and
training data will be used, stored, and protected. Intellectual Property; Value Chain
and Component Integration
MP-4.1-007 Re-evaluate models that were fine-tuned or enhanced on top of third-party
models.",1,org,[],[],non-compliance with data policies,org must document training data curation policies to the extent possible and according to applicable laws and policies.,[],training data curation,TRUE,"config_check, attest_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0002,"Information Security; Data Privacy
MP-4.1-004 Document training data curation policies, to the extent possible and according to
applicable laws and policies. Intellectual Property; Data Privacy;
Obscene, Degrading, and/or
Abusive Content
MP-4.1-005
Establish policies for collection, retention, and minimum quality of data, in
consideration of the following risks: Disclosure of inappropriate CBRN information;
Use of Illegal or dangerous content; Offensive cyber capabilities; Training data
imbalances that could give rise to harmful biases; Leak of personally identifiable
information, including facial likenesses of individuals. CBRN Information or Capabilities;
Intellectual Property; Information
Security; Harmful Bias and
Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-006 Implement policies and practices defining how third-party intellectual property and
training data will be used, stored, and protected. Intellectual Property; Value Chain
and Component Integration
MP-4.1-007 Re-evaluate models that were fine-tuned or enhanced on top of third-party
models.",2,org,[],[],training data imbalance causing harmful bias,"org must establish policies for data collection, retention, and minimum quality that consider training data imbalances that could give rise to harmful biases.",[],data collection policies are established,TRUE,"config_check, data_check, attest_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0002,"Information Security; Data Privacy
MP-4.1-004 Document training data curation policies, to the extent possible and according to
applicable laws and policies. Intellectual Property; Data Privacy;
Obscene, Degrading, and/or
Abusive Content
MP-4.1-005
Establish policies for collection, retention, and minimum quality of data, in
consideration of the following risks: Disclosure of inappropriate CBRN information;
Use of Illegal or dangerous content; Offensive cyber capabilities; Training data
imbalances that could give rise to harmful biases; Leak of personally identifiable
information, including facial likenesses of individuals. CBRN Information or Capabilities;
Intellectual Property; Information
Security; Harmful Bias and
Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-006 Implement policies and practices defining how third-party intellectual property and
training data will be used, stored, and protected. Intellectual Property; Value Chain
and Component Integration
MP-4.1-007 Re-evaluate models that were fine-tuned or enhanced on top of third-party
models.",3,org,"PII, biometric",[],unauthorized PII leakage,"org must establish policies for data collection, retention, and minimum quality that consider the risk of personally identifiable information leakage, including facial likenesses of individuals.",[],data collection policies are established,TRUE,"config_check, data_check, attest_check, io_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0002,"Information Security; Data Privacy
MP-4.1-004 Document training data curation policies, to the extent possible and according to
applicable laws and policies. Intellectual Property; Data Privacy;
Obscene, Degrading, and/or
Abusive Content
MP-4.1-005
Establish policies for collection, retention, and minimum quality of data, in
consideration of the following risks: Disclosure of inappropriate CBRN information;
Use of Illegal or dangerous content; Offensive cyber capabilities; Training data
imbalances that could give rise to harmful biases; Leak of personally identifiable
information, including facial likenesses of individuals. CBRN Information or Capabilities;
Intellectual Property; Information
Security; Harmful Bias and
Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-006 Implement policies and practices defining how third-party intellectual property and
training data will be used, stored, and protected. Intellectual Property; Value Chain
and Component Integration
MP-4.1-007 Re-evaluate models that were fine-tuned or enhanced on top of third-party
models.",4,org,[],[],use of illegal content,"org must establish policies for data collection, retention, and minimum quality that consider the risk of using illegal or dangerous content.",[],data collection policies are established,TRUE,"config_check, data_check, attest_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0002,"Information Security; Data Privacy
MP-4.1-004 Document training data curation policies, to the extent possible and according to
applicable laws and policies. Intellectual Property; Data Privacy;
Obscene, Degrading, and/or
Abusive Content
MP-4.1-005
Establish policies for collection, retention, and minimum quality of data, in
consideration of the following risks: Disclosure of inappropriate CBRN information;
Use of Illegal or dangerous content; Offensive cyber capabilities; Training data
imbalances that could give rise to harmful biases; Leak of personally identifiable
information, including facial likenesses of individuals. CBRN Information or Capabilities;
Intellectual Property; Information
Security; Harmful Bias and
Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-006 Implement policies and practices defining how third-party intellectual property and
training data will be used, stored, and protected. Intellectual Property; Value Chain
and Component Integration
MP-4.1-007 Re-evaluate models that were fine-tuned or enhanced on top of third-party
models.",5,org,[],[],unauthorized use of third-party IP,"org must implement policies and practices defining how third-party intellectual property and training data will be used, stored, and protected.",[],third-party IP or training data used,TRUE,"config_check, attest_check, access_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0003,"Value Chain and Component
Integration
MP-4.1-008
Re-evaluate risks when adapting GAI models to new domains. Additionally,
establish warning systems to determine if a GAI system is being used in a new
domain where previous assumptions (relating to context of use or mapped risks
such as security, and safety) may no longer hold. CBRN Information or Capabilities;
Intellectual Property; Harmful Bias
and Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-009 Leverage approaches to detect the presence of PII or sensitive data in generated
output text, image, video, or audio. Data Privacy",1,org,[],[],uncontrolled risk from domain shift,org must re-evaluate risks when adapting GAI models to new domains.,[],new-domain adaptation,TRUE,"config_check, attest_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0003,"Value Chain and Component
Integration
MP-4.1-008
Re-evaluate risks when adapting GAI models to new domains. Additionally,
establish warning systems to determine if a GAI system is being used in a new
domain where previous assumptions (relating to context of use or mapped risks
such as security, and safety) may no longer hold. CBRN Information or Capabilities;
Intellectual Property; Harmful Bias
and Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-009 Leverage approaches to detect the presence of PII or sensitive data in generated
output text, image, video, or audio. Data Privacy",2,org,[],[],uncontrolled risk from domain shift,org must establish warning systems to detect when a GAI system is used in a new domain where prior assumptions may no longer hold.,[],use in new domain,TRUE,"config_check, log_check",[]
NIST AI RMF profiles_removed/map-4-1/sent_0003,"Value Chain and Component
Integration
MP-4.1-008
Re-evaluate risks when adapting GAI models to new domains. Additionally,
establish warning systems to determine if a GAI system is being used in a new
domain where previous assumptions (relating to context of use or mapped risks
such as security, and safety) may no longer hold. CBRN Information or Capabilities;
Intellectual Property; Harmful Bias
and Homogenization; Dangerous,
Violent, or Hateful Content; Data
Privacy
MP-4.1-009 Leverage approaches to detect the presence of PII or sensitive data in generated
output text, image, video, or audio. Data Privacy",3,org,PII,[],unauthorized PII leakage,org must implement approaches to detect the presence of PII or sensitive data in generated outputs.,[],generated outputs (text/image/video/audio),TRUE,"io_check, data_check, config_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0001,"MP-4.1-010
Conduct appropriate diligence on training data use to assess intellectual property,
and privacy, risks, including to examine whether use of proprietary or sensitive
training data is consistent with applicable laws. Intellectual Property; Data Privacy
AI Actor Tasks: Governance and Oversight, Operation and Monitoring, Procurement, Third-party entities
MAP 5.1: Likelihood and magnitude of each identified impact (both potentially beneficial and harmful) based on expected use, past
uses of AI systems in similar contexts, public incident reports, feedback from those external to the team that developed or deployed
the AI system, or other data are identified and documented. Action ID
Suggested Action
GAI Risks
MP-5.1-001 Apply TEVV practices for content provenance (e.g., probing a system's synthetic
data generation capabilities for potential misuse or vulnerabilities. Information Integrity; Information
Security
MP-5.1-002
Identify potential content provenance harms of GAI, such as misinformation or
disinformation, deepfakes, including NCII, or tampered content.",1,org,[],training,intellectual property infringement,org must conduct diligence on training data use to assess intellectual-property risks and confirm consistency with applicable laws.,[],proprietary training data used,TRUE,"data_check, config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0001,"MP-4.1-010
Conduct appropriate diligence on training data use to assess intellectual property,
and privacy, risks, including to examine whether use of proprietary or sensitive
training data is consistent with applicable laws. Intellectual Property; Data Privacy
AI Actor Tasks: Governance and Oversight, Operation and Monitoring, Procurement, Third-party entities
MAP 5.1: Likelihood and magnitude of each identified impact (both potentially beneficial and harmful) based on expected use, past
uses of AI systems in similar contexts, public incident reports, feedback from those external to the team that developed or deployed
the AI system, or other data are identified and documented. Action ID
Suggested Action
GAI Risks
MP-5.1-001 Apply TEVV practices for content provenance (e.g., probing a system's synthetic
data generation capabilities for potential misuse or vulnerabilities. Information Integrity; Information
Security
MP-5.1-002
Identify potential content provenance harms of GAI, such as misinformation or
disinformation, deepfakes, including NCII, or tampered content.",2,org,"PII, PHI",training,unauthorized sensitive data disclosure,org must conduct diligence on training data use to assess privacy risks and confirm consistency with applicable laws.,[],sensitive training data used,TRUE,"data_check, config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0001,"MP-4.1-010
Conduct appropriate diligence on training data use to assess intellectual property,
and privacy, risks, including to examine whether use of proprietary or sensitive
training data is consistent with applicable laws. Intellectual Property; Data Privacy
AI Actor Tasks: Governance and Oversight, Operation and Monitoring, Procurement, Third-party entities
MAP 5.1: Likelihood and magnitude of each identified impact (both potentially beneficial and harmful) based on expected use, past
uses of AI systems in similar contexts, public incident reports, feedback from those external to the team that developed or deployed
the AI system, or other data are identified and documented. Action ID
Suggested Action
GAI Risks
MP-5.1-001 Apply TEVV practices for content provenance (e.g., probing a system's synthetic
data generation capabilities for potential misuse or vulnerabilities. Information Integrity; Information
Security
MP-5.1-002
Identify potential content provenance harms of GAI, such as misinformation or
disinformation, deepfakes, including NCII, or tampered content.",3,org,[],[],tampered content due to weak provenance,"org must apply TEVV practices for content provenance, including probing the system’s synthetic-generation capabilities for potential misuse or vulnerabilities.",[],content provenance TEVV,TRUE,"io_check, log_check, config_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0001,"MP-4.1-010
Conduct appropriate diligence on training data use to assess intellectual property,
and privacy, risks, including to examine whether use of proprietary or sensitive
training data is consistent with applicable laws. Intellectual Property; Data Privacy
AI Actor Tasks: Governance and Oversight, Operation and Monitoring, Procurement, Third-party entities
MAP 5.1: Likelihood and magnitude of each identified impact (both potentially beneficial and harmful) based on expected use, past
uses of AI systems in similar contexts, public incident reports, feedback from those external to the team that developed or deployed
the AI system, or other data are identified and documented. Action ID
Suggested Action
GAI Risks
MP-5.1-001 Apply TEVV practices for content provenance (e.g., probing a system's synthetic
data generation capabilities for potential misuse or vulnerabilities. Information Integrity; Information
Security
MP-5.1-002
Identify potential content provenance harms of GAI, such as misinformation or
disinformation, deepfakes, including NCII, or tampered content.",4,org,[],[],harm from misinformation/disinformation,"org must identify potential content-provenance harms of GAI, such as misinformation or disinformation, deepfakes including NCII, or tampered content.",[],generated content provenance,TRUE,"config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0002,"Enumerate and
rank risks based on their likelihood and potential impact, and determine how well
provenance solutions address specific risks and/or harms. Information Integrity; Dangerous,
Violent, or Hateful Content;
Obscene, Degrading, and/or
Abusive Content
MP-5.1-003
Consider disclosing use of GAI to end users in relevant contexts, while considering
the objective of disclosure, the context of use, the likelihood and magnitude of the
risk posed, the audience of the disclosure, as well as the frequency of the
disclosures. Human-AI Configuration
MP-5.1-004 Prioritize GAI structured public feedback processes based on risk assessment
estimates. Information Integrity; CBRN
Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Harmful Bias and
Homogenization
MP-5.1-005 Conduct adversarial role-playing exercises, GAI red-teaming, or chaos testing to
identify anomalous or unforeseen failure modes.",1,org,[],[],uncontrolled system risk,org must enumerate and rank risks based on their likelihood and potential impact.,[],risk likelihood and impact,TRUE,"config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0002,"Enumerate and
rank risks based on their likelihood and potential impact, and determine how well
provenance solutions address specific risks and/or harms. Information Integrity; Dangerous,
Violent, or Hateful Content;
Obscene, Degrading, and/or
Abusive Content
MP-5.1-003
Consider disclosing use of GAI to end users in relevant contexts, while considering
the objective of disclosure, the context of use, the likelihood and magnitude of the
risk posed, the audience of the disclosure, as well as the frequency of the
disclosures. Human-AI Configuration
MP-5.1-004 Prioritize GAI structured public feedback processes based on risk assessment
estimates. Information Integrity; CBRN
Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Harmful Bias and
Homogenization
MP-5.1-005 Conduct adversarial role-playing exercises, GAI red-teaming, or chaos testing to
identify anomalous or unforeseen failure modes.",2,org,[],[],uncontrolled system risk,org must determine how well provenance solutions address specific risks and/or harms.,[],provenance solutions,TRUE,"attest_check, config_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0002,"Enumerate and
rank risks based on their likelihood and potential impact, and determine how well
provenance solutions address specific risks and/or harms. Information Integrity; Dangerous,
Violent, or Hateful Content;
Obscene, Degrading, and/or
Abusive Content
MP-5.1-003
Consider disclosing use of GAI to end users in relevant contexts, while considering
the objective of disclosure, the context of use, the likelihood and magnitude of the
risk posed, the audience of the disclosure, as well as the frequency of the
disclosures. Human-AI Configuration
MP-5.1-004 Prioritize GAI structured public feedback processes based on risk assessment
estimates. Information Integrity; CBRN
Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Harmful Bias and
Homogenization
MP-5.1-005 Conduct adversarial role-playing exercises, GAI red-teaming, or chaos testing to
identify anomalous or unforeseen failure modes.",3,org,[],[],lack of transparency to end users,"org must consider disclosing the use of GAI to end users, taking into account the disclosure objective, context of use, risk likelihood and magnitude, audience, and frequency.",[],relevant user contexts,TRUE,"config_check, attest_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0002,"Enumerate and
rank risks based on their likelihood and potential impact, and determine how well
provenance solutions address specific risks and/or harms. Information Integrity; Dangerous,
Violent, or Hateful Content;
Obscene, Degrading, and/or
Abusive Content
MP-5.1-003
Consider disclosing use of GAI to end users in relevant contexts, while considering
the objective of disclosure, the context of use, the likelihood and magnitude of the
risk posed, the audience of the disclosure, as well as the frequency of the
disclosures. Human-AI Configuration
MP-5.1-004 Prioritize GAI structured public feedback processes based on risk assessment
estimates. Information Integrity; CBRN
Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Harmful Bias and
Homogenization
MP-5.1-005 Conduct adversarial role-playing exercises, GAI red-teaming, or chaos testing to
identify anomalous or unforeseen failure modes.",4,org,[],[],delayed detection of high-risk harms due to insufficient feedback,org must prioritize structured public feedback processes for GAI based on risk assessment estimates.,[],risk assessment estimates,TRUE,"config_check, attest_check, log_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0002,"Enumerate and
rank risks based on their likelihood and potential impact, and determine how well
provenance solutions address specific risks and/or harms. Information Integrity; Dangerous,
Violent, or Hateful Content;
Obscene, Degrading, and/or
Abusive Content
MP-5.1-003
Consider disclosing use of GAI to end users in relevant contexts, while considering
the objective of disclosure, the context of use, the likelihood and magnitude of the
risk posed, the audience of the disclosure, as well as the frequency of the
disclosures. Human-AI Configuration
MP-5.1-004 Prioritize GAI structured public feedback processes based on risk assessment
estimates. Information Integrity; CBRN
Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Harmful Bias and
Homogenization
MP-5.1-005 Conduct adversarial role-playing exercises, GAI red-teaming, or chaos testing to
identify anomalous or unforeseen failure modes.",5,org,[],[],unforeseen system failure,"org must conduct adversarial role-playing, GAI red-teaming, or chaos testing to identify anomalous or unforeseen failure modes.",[],"adversarial role-playing, red-teaming, chaos testing",TRUE,"io_check, log_check, attest_check",[]
NIST AI RMF profiles_removed/mp-4-1-010/sent_0003,"Information Security
MP-5.1-006
Profile threats and negative impacts arising from GAI systems interacting with,
manipulating, or generating content, and outlining known and potential
vulnerabilities and the likelihood of their occurrence. Information Security
AI Actor Tasks: AI Deployment, AI Design, AI Development, AI Impact Assessment, Affected Individuals and Communities, EndUsers, Operation and Monitoring",1,"[""org""]",[],"[""regulated""]",unauthorized data access,org must profile threats and negative impacts arising from GAI systems and outline known and potential vulnerabilities and the likelihood of their occurrence.,[],"[""GAI systems interacting with content"", ""GAI systems manipulating content"", ""GAI systems generating content""]",TRUE,"[""log_check"", ""config_check"", ""repo_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/map-5-2/sent_0001,"MAP 5.2: Practices and personnel for supporting regular engagement with relevant AI Actors and integrating feedback about
positive, negative, and unanticipated impacts are in place and documented. Action ID
Suggested Action
GAI Risks
MP-5.2-001
Determine context-based measures to identify if new impacts are present due to
the GAI system, including regular engagements with downstream AI Actors to
identify and quantify new contexts of unanticipated impacts of GAI systems. Human-AI Configuration; Value
Chain and Component Integration
MP-5.2-002
Plan regular engagements with AI Actors responsible for inputs to GAI systems,
including third-party data and algorithms, to review and evaluate unanticipated
impacts. Human-AI Configuration; Value
Chain and Component Integration
AI Actor Tasks: AI Deployment, AI Design, AI Impact Assessment, Affected Individuals and Communities, Domain Experts, EndUsers, Human Factors, Operation and Monitoring
MEASURE 1.1: Approaches and metrics for measurement of AI risks enumerated during the MAP function are selected for
implementation starting with the most significant AI risks.",1,"[""org""]",[],"[""regulated""]",unanticipated impact harm,org must determine context-based measures to identify if new impacts are present due to the GAI system and quantify new contexts of unanticipated impacts.,[],"[""GAI system in operation"", ""downstream AI Actors present""]",TRUE,"[""config_check"", ""attest_check"", ""log_check""]",[]
